[0] 2023-06-29: Rover at (26, 16), Steps: 0, Current task: EXPLORATION, Base status: SPACESHIP, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[0] 2023-06-29: Rover at (26, 14), Steps: 143, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (21, 8), Steps: 144, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[0] 2023-06-29: Rover at (27, 13), Steps: 145, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (21, 9), Steps: 146, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[0] 2023-06-29: Rover at (28, 12), Steps: 147, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (21, 10), Steps: 148, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[0] 2023-06-29: Rover at (29, 12), Steps: 149, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (20, 10), Steps: 150, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[0] 2023-06-29: Rover at (30, 12), Steps: 151, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (20, 11), Steps: 152, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[0] 2023-06-29: Rover at (31, 12), Steps: 153, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (19, 11), Steps: 154, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[0] 2023-06-29: Rover at (32, 12), Steps: 155, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (18, 11), Steps: 156, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (18, 10), Steps: 157, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (19, 10), Steps: 158, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (19, 9), Steps: 159, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (20, 9), Steps: 160, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (20, 8), Steps: 161, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (19, 8), Steps: 162, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (18, 8), Steps: 163, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (18, 9), Steps: 164, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (17, 9), Steps: 165, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (16, 9), Steps: 166, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (15, 9), Steps: 167, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (15, 8), Steps: 168, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (14, 8), Steps: 169, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (14, 7), Steps: 170, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (14, 6), Steps: 171, Current task: BASE RESOURCE COLLECTION, Base status: PLANNED, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (15, 5), Steps: 172, Current task: BASE RESOURCE COLLECTION, Base status: PLANNED, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (16, 4), Steps: 173, Current task: BASE RESOURCE COLLECTION, Base status: PLANNED, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (17, 4), Steps: 174, Current task: BASE RESOURCE COLLECTION, Base status: PLANNED, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (17, 4), Steps: 175, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (18, 5), Steps: 176, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (19, 6), Steps: 177, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (20, 7), Steps: 178, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (21, 8), Steps: 179, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 9), Steps: 180, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 10), Steps: 181, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 11), Steps: 182, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 12), Steps: 183, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 13), Steps: 184, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 14), Steps: 185, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 15), Steps: 186, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 16), Steps: 187, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 17), Steps: 188, Current task: BASE BUILDING, Base status: PLANNED, Inventory: MINERAL, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[1] 2023-06-29: Rover at (22, 17), Steps: 189, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (22, 17), Steps: 190, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 16), Steps: 191, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (22, 16), Steps: 192, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 15), Steps: 193, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (21, 16), Steps: 194, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 14), Steps: 195, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (20, 16), Steps: 196, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 14), Steps: 197, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (20, 15), Steps: 198, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 15), Steps: 199, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (20, 14), Steps: 200, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 16), Steps: 201, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (21, 14), Steps: 202, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 17), Steps: 203, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (21, 13), Steps: 204, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 17), Steps: 205, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (20, 13), Steps: 206, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 16), Steps: 207, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (19, 13), Steps: 208, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (24, 15), Steps: 209, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (18, 13), Steps: 210, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 14), Steps: 211, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (17, 13), Steps: 212, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 13), Steps: 213, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (16, 13), Steps: 214, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 12), Steps: 215, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (16, 12), Steps: 216, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 11), Steps: 217, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (17, 12), Steps: 218, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 11), Steps: 219, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (17, 11), Steps: 220, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (24, 12), Steps: 221, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (16, 11), Steps: 222, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 13), Steps: 223, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (16, 10), Steps: 224, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 14), Steps: 225, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (15, 10), Steps: 226, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 15), Steps: 227, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (14, 10), Steps: 228, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 16), Steps: 229, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (14, 9), Steps: 230, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 17), Steps: 231, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: WATER, Movement Strategy: MOVING_TO_A_DESTINATION_COORDINATE, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 9), Steps: 232, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 17), Steps: 233, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 8), Steps: 234, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 18), Steps: 235, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 8), Steps: 236, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 19), Steps: 237, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 9), Steps: 238, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (21, 19), Steps: 239, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 10), Steps: 240, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (20, 19), Steps: 241, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 10), Steps: 242, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (19, 19), Steps: 243, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 10), Steps: 244, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (19, 20), Steps: 245, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 11), Steps: 246, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (19, 21), Steps: 247, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 12), Steps: 248, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (20, 21), Steps: 249, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (10, 13), Steps: 250, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (20, 22), Steps: 251, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 13), Steps: 252, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (21, 22), Steps: 253, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (11, 14), Steps: 254, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (22, 22), Steps: 255, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 14), Steps: 256, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 22), Steps: 257, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 13), Steps: 258, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (23, 23), Steps: 259, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 12), Steps: 260, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (24, 23), Steps: 261, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (12, 11), Steps: 262, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 23), Steps: 263, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 11), Steps: 264, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (26, 23), Steps: 265, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 12), Steps: 266, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (27, 23), Steps: 267, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (13, 13), Steps: 268, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (28, 23), Steps: 269, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (14, 13), Steps: 270, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (28, 24), Steps: 271, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (14, 12), Steps: 272, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (27, 24), Steps: 273, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (14, 11), Steps: 274, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (27, 25), Steps: 275, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (15, 11), Steps: 276, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (26, 25), Steps: 277, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (15, 12), Steps: 278, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (25, 25), Steps: 279, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (15, 13), Steps: 280, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (24, 25), Steps: 281, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
[2] 2023-06-29: Rover at (15, 14), Steps: 282, Current task: EXPLORATION, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: UNDEFINED
[1] 2023-06-29: Rover at (24, 26), Steps: 283, Current task: RESOURCE GATHERING, Base status: OPERATING, Inventory: EMPTY, Movement Strategy: EXPLORING, Outcome: RESOURCES_FOUND
